code,nom,groupe,sous_groupe,energie_kcal,proteines,glucides,lipides,fibres,sucres,eau,calcium,cuivre,fer,iode,magnesium,manganese,phosphore,potassium,selenium,sodium,zinc,retinol,beta_carotene,vitamine_D,vitamine_E,vitamine_K1,vitamine_K2,vitamine_C,vitamine_B1,vitamine_B2,vitamine_B3,vitamine_B5,vitamine_B6,vitamine_B9,vitamine_B12
19641,"Faisselle, 6% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,84.2,4.47,3.57,5.5,,3.57,84.7,130.0,0.01,0.05,20.0,11.0,0.01,110.0,150.0,20.0,35.0,0.44,62.9,30.0,0.25,0.13,0.8,,0.5,0.015,0.12,0.17,0.43,0.024,9.22,0.33
19643,"Fromage blanc et crème fouettée sur lit de fruits, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés,,4.59,16.0,7.0,,15.0,72.1,88.2,0.015,,,10.1,0.057,,,3.35,36.0,0.36,,,0.1,,,,0.0,0.03,,,,0.04,32.0,
19644,"Fromage blanc nature, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés,49.4,7.95,3.89,0.044,,3.89,86.5,134.0,0.011,0.16,10.4,12.2,0.0051,116.0,144.0,3.35,44.3,0.49,4.0,3.0,0.2,,,,,0.044,0.24,0.2,0.33,0.058,24.0,0.4
19645,"Fromage blanc nature, 0% MG, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés,,7.55,5.0,0.1,0.0,5.0,,164.0,,,,,,,,,60.0,,,,1.25,,,,,,,,,,,
19646,"Fromage blanc nature, 3% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,76.9,8.03,3.46,3.26,,3.46,83.7,130.0,0.01,0.13,14.5,10.2,0.1,115.0,132.0,4.5,42.4,0.52,29.0,20.0,1.5,0.14,0.0,,0.5,0.037,0.24,0.19,0.38,0.047,26.0,0.4
19647,"Fromage blanc nature, 3% MG environ, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés,,7.19,3.94,3.28,0.0,3.88,,,,,,,,,,,42.0,,,,,,,,,,,,,,,
19648,"Fromage blanc nature, 3% MG environ, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés,,7.04,5.4,3.2,0.0,5.4,84.0,200.0,,,,,,120.0,,,80.0,,,,1.25,,,,,,,,,,,
19649,"Fromage blanc nature, gourmand, 8% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,116.0,6.19,5.25,7.65,,3.33,79.5,104.0,0.031,1.0,56.0,9.6,0.0039,94.0,140.0,3.35,40.8,0.41,90.0,41.0,0.2,0.1,,,,0.038,0.18,0.1,0.39,0.05,10.8,0.29
19650,"Fromage blanc ou spécialité laitière nature et crème fouetté, 10% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,,6.89,3.74,10.2,,3.68,79.4,95.0,,,10.0,,,,,,51.5,,,,,,,,,,,,,,,
19651,"Fromage blanc ou spécialité laitière, aromatisé, sucré, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés,,7.12,12.5,0.025,,12.2,78.2,,,,,,,,,,40.0,,,,,,,,,,,,,,,
19652,"Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,,6.39,13.1,2.65,,12.4,77.3,120.0,,,,,,,,,84.3,,,,,,,,,,,,,,,
19653,"Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés,,5.58,14.0,3.2,0.28,13.8,,,,,,,,,,,43.3,,,,,,,,,,,,,,,
19654,"Fromage blanc ou spécialité laitière, aux copeaux de chocolat, sucré, 7% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,,5.34,16.2,5.97,0.13,15.5,,,,,,,,,,,40.0,,,,,,,,,,,,,,,
19655,"Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés,,6.24,6.76,0.12,0.58,6.19,,121.0,0.01,0.12,10.0,11.0,0.005,115.0,145.0,2.0,57.6,0.5,2.0,20.0,1.25,0.095,,,,0.032,0.21,0.29,0.55,0.045,30.0,0.32
19656,"Fromage blanc ou spécialité laitière, aux fruits, sucré, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés,,7.93,13.5,,0.0,12.0,,,,,,,,,,,30.0,,,,,,,,,,,,,,,
19657,"Fromage blanc ou spécialité laitière, aux fruits, sucré, 3% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,,5.23,14.7,3.31,0.12,14.3,76.6,180.0,,,,,,,,,35.5,,,,1.0,,,,,,,,,,,
19658,"Fromage blanc ou spécialité laitière, aux fruits, sucré, 3% MG environ, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés,,5.36,13.5,2.98,0.36,12.8,,,,,,,,,,,42.5,,,,,,,,,,,,,,,
19659,"Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,,5.18,13.4,5.53,0.68,12.5,73.0,93.3,,1.0,54.0,9.5,,98.0,121.0,,52.2,,9.0,50.0,0.2,0.1,,,0.5,0.04,0.17,0.1,0.4,0.05,15.4,0.44
19661,"Fromage frais type petit suisse, aux fruits, 2-3% MG",produits laitiers et assimilés,produits laitiers frais et assimilés,92.7,6.7,9.34,2.8,1.0,9.3,78.8,110.0,0.01,0.06,20.0,9.4,0.03,110.0,140.0,20.0,21.0,0.37,25.2,30.5,0.25,0.13,0.8,,0.5,0.015,0.18,0.1,0.45,0.024,14.7,0.24
19662,"Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés,,6.42,12.2,2.63,0.2,10.9,78.7,155.0,0.01,0.05,20.0,9.2,0.02,120.0,110.0,20.0,29.2,0.41,25.8,58.4,1.16,0.15,0.8,,0.5,0.044,0.17,0.1,0.24,0.029,151.0,0.35
19663,"Fromage frais type petit suisse, nature, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés,,9.89,3.8,0.24,0.0,3.2,84.3,127.0,,1.0,54.0,11.4,,129.0,166.0,9.3,44.8,,2.0,50.0,0.2,0.1,,,,,0.21,0.1,0.52,0.05,14.2,1.6
19664,"Fromage frais type petit suisse, nature, 4% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,88.8,9.95,2.84,4.0,0.0,2.84,81.6,103.0,0.01,0.14,14.0,40.0,,126.0,114.0,2.0,33.0,0.48,,,,,,,,,0.24,0.26,0.34,,,0.35
19665,"Mousse de fromage blanc sur lit de fruits, 0% MG, avec édulcorants, enrichie en calcium et vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés,,6.48,6.0,0.45,1.35,5.05,,120.0,,,,,,,,,60.0,,,,0.75,,,,,,,,,,,
19666,"Fromage frais type petit suisse, nature, 10% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,149.0,9.7,3.17,10.4,3.0,3.17,76.0,110.0,0.01,0.2,20.0,9.4,0.01,125.0,130.0,20.0,23.0,0.43,75.3,,,0.23,0.8,,0.5,0.029,0.17,0.14,0.34,0.044,20.2,0.57
19667,"Fromage frais type petit suisse, aromatisé ou aux fruits, 2-3% MG, enrichi en calcium et vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés,90.4,5.74,10.2,2.5,2.0,10.1,78.9,170.0,0.01,0.07,20.0,9.4,0.02,110.0,110.0,20.0,30.0,0.43,24.9,43.0,1.96,0.08,0.8,,0.5,0.015,0.13,0.1,0.37,0.03,25.0,0.36
19668,"Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 3% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,,3.16,12.2,2.5,0.2,11.9,,320.0,,,,,,,,,50.0,,,,4.0,,,,,,,,,,,
19673,"Crème dessert, allégée en MG, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,79.2,3.64,12.4,1.3,3.0,11.8,80.0,127.0,,,,,,,,,54.0,,,,,,,,,,,,,,,
19674,"Flan aux oeufs, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,111.0,4.08,18.5,2.2,0.5,16.0,74.1,86.3,0.023,0.35,,12.9,0.048,,150.0,10.0,56.0,0.51,,,,,,,,,0.14,,,,,
19678,"Lait emprésuré aromatisé, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,,5.63,17.6,2.5,0.0,16.5,72.1,208.0,,,,9.5,,71.0,235.0,,98.8,,,,,,,,,,,,,,,
19679,"Lait gélifié aromatisé, nappé caramel, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,91.9,2.55,16.7,1.3,3.0,14.5,77.2,78.5,0.011,,7.9,8.13,0.0016,74.0,148.0,4.5,41.0,0.31,,,,,,,,,,,,,,
19680,"Lait gélifié aromatisé, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,,3.39,19.5,3.53,0.52,17.6,75.2,120.0,0.11,0.61,7.8,14.5,0.1,81.0,181.0,5.0,55.4,0.55,14.5,7.0,0.2,0.043,,,0.5,0.03,0.17,0.19,0.33,0.037,21.5,0.045
19681,"Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,,3.0,18.8,5.78,0.27,15.6,68.5,100.0,0.14,1.4,20.0,27.0,0.15,100.0,280.0,20.0,50.9,0.48,58.0,24.4,0.16,0.21,1.17,,0.5,0.039,0.13,0.1,0.17,0.049,12.2,0.14
19683,"Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,,4.17,11.8,1.08,2.22,10.1,,141.0,,,,,,,,,77.7,,,,,,,,,,,,,,,
19685,"Panna cotta, avec préparations de fruits ou caramel, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,198.0,2.74,14.9,13.0,3.0,14.7,66.1,75.8,,,,,,,,,34.0,,,,,,,,,,,,,,,
23534,"Gâteau de semoule aux raisins et caramel, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,146.0,3.81,24.8,3.4,0.5,19.2,67.1,64.0,0.06,0.35,20.0,13.0,0.07,71.0,270.0,20.0,32.0,0.38,33.2,19.8,0.25,0.26,0.8,,0.5,0.044,0.17,0.1,0.45,0.042,14.3,0.31
23536,"Gâteau de riz au caramel, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,143.0,3.19,25.4,3.1,0.5,15.7,67.5,63.0,0.1,0.3,2.0,7.8,0.1,73.0,84.0,3.35,29.0,0.5,30.0,9.0,0.5,0.2,,,0.5,0.04,0.14,0.16,0.34,0.075,17.0,0.08
39001,"Milk-shake, provenant de fast food",produits laitiers et assimilés,produits laitiers frais et assimilés,126.0,3.38,17.4,4.66,0.65,13.6,71.9,114.0,0.063,0.29,,13.0,0.025,99.0,174.0,1.7,82.0,0.47,58.5,0.0,0.0,0.25,0.4,,0.8,0.036,0.43,0.19,0.53,0.052,3.0,0.27
39200,"Crème dessert au chocolat, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,130.0,3.39,19.9,3.93,0.72,16.5,72.5,123.0,0.12,1.6,20.0,25.0,0.14,100.0,260.0,20.0,59.2,0.48,23.7,9.05,,0.1,0.8,,0.5,0.038,0.14,0.1,0.5,0.025,6.99,0.075
39206,"Mousse au chocolat (base laitière), rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,150.0,5.42,21.3,4.4,3.0,18.9,65.8,149.0,0.29,4.64,13.5,59.5,0.3,122.0,371.0,10.0,62.0,0.59,23.0,16.0,0.2,0.17,,,0.5,0.03,0.17,0.28,0.39,0.035,22.0,0.07
39209,"Crème caramel, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,132.0,4.45,20.6,3.6,,18.0,69.0,84.9,0.0084,0.32,14.4,12.8,0.004,77.0,150.0,10.0,57.1,0.31,37.0,8.0,0.07,0.16,,,0.0,0.03,0.2,0.1,0.5,0.03,8.0,0.3
39211,"Crème aux oeufs (petit pot de crème chocolat, vanille, etc.), rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,176.0,4.32,19.4,8.88,0.67,16.4,66.5,100.0,0.08,0.79,20.0,19.0,0.09,110.0,210.0,20.0,54.2,0.53,79.3,53.6,0.25,0.46,0.81,,0.5,0.04,0.17,0.1,0.68,0.029,12.4,0.26
39212,"Riz au lait, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,126.0,3.34,21.4,3.01,0.28,13.0,71.5,61.6,0.1,0.2,8.83,10.9,0.1,75.0,96.0,5.0,51.3,0.4,26.5,11.0,0.5,0.095,,,0.5,0.04,0.14,0.21,0.32,0.043,22.0,0.08
39213,"Crème brûlée, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,272.0,4.46,16.6,20.8,0.61,15.6,54.7,64.3,0.1,0.8,17.5,7.6,0.1,97.0,94.0,5.0,46.1,0.6,174.0,64.0,0.5,1.17,,,0.5,0.04,0.19,0.16,0.59,0.042,26.2,0.35
39214,"Crème dessert à la vanille, appertisée",produits laitiers et assimilés,produits laitiers frais et assimilés,132.0,3.7,21.1,3.62,0.5,16.0,73.4,115.0,0.05,0.8,14.0,10.0,0.05,80.0,134.0,1.1,66.5,0.6,33.0,3.0,0.1,0.1,,,0.2,0.04,0.22,0.3,0.52,0.06,22.0,0.1
39215,"Ile flottante, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,129.0,4.98,19.8,3.31,0.047,17.9,70.1,97.0,0.1,0.4,11.7,9.8,0.1,27.8,126.0,6.0,45.0,0.9,41.0,4.0,0.5,0.31,,,0.5,0.04,0.21,0.1,0.58,0.059,10.5,0.26
39218,"Semoule au lait, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,121.0,3.46,19.4,3.23,0.55,14.0,73.4,83.7,0.036,1.0,8.4,11.0,0.038,177.0,135.0,2.2,37.8,0.39,14.0,53.0,0.7,0.1,,,0.5,0.05,0.14,0.13,0.39,0.05,5.0,0.2
39228,"Mousse aux fruits, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,53.1,6.25,5.51,0.3,1.2,4.31,85.4,140.0,0.01,0.08,20.0,9.1,0.05,98.0,130.0,20.0,36.0,0.33,21.0,11.3,1.16,0.095,0.8,,0.5,0.015,0.14,0.1,0.37,0.02,7.39,0.4
39229,"Crème dessert à la vanille, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,105.0,3.06,14.4,3.6,3.0,14.2,76.6,133.0,,,,,,,131.0,1.0,48.0,,,,,,,,,,,,,,,
39230,"Crème dessert, rayon frais (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés,133.0,3.42,17.9,5.1,0.85,15.7,72.5,119.0,0.1,1.37,11.0,22.0,0.12,99.7,201.0,6.51,56.4,0.49,45.4,19.4,,0.25,,,0.24,0.038,0.15,0.055,0.53,0.027,9.54,0.13
39235,"Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,186.0,3.62,20.0,10.1,0.75,18.3,,,,,,,,,,,57.6,,,,,,,,,,,,,,,
39246,"Crème dessert au café, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,116.0,2.93,17.8,3.69,0.042,14.0,76.1,,,,,,,,,,67.1,,,,,,,,,,,,,,,
39247,"Crème dessert au caramel, rayon frais",produits laitiers et assimilés,produits laitiers frais et assimilés,117.0,2.92,18.6,3.47,0.12,15.9,75.9,,,,,,,,,,78.0,,,,,,,,,,,,,,,
39505,"Crème dessert, appertisée (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés,135.0,3.49,21.4,3.52,1.98,16.4,71.3,103.0,0.11,1.06,10.2,18.6,0.12,80.0,188.0,1.77,54.6,0.59,22.5,1.57,0.067,0.11,,,1.06,0.035,0.19,0.3,0.35,0.046,12.9,0.052
39506,"Crème dessert au chocolat, appertisée",produits laitiers et assimilés,produits laitiers frais et assimilés,138.0,3.25,21.8,3.42,3.6,16.8,69.0,89.7,0.17,1.35,6.1,27.9,0.19,80.0,247.0,5.0,41.6,0.58,11.0,0.0,0.03,0.13,,,2.0,0.03,0.16,0.3,0.18,0.03,3.0,
39511,"Crème dessert, rayon frais ou appertisée (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés,133.0,3.42,18.0,5.07,0.88,15.7,72.5,119.0,0.1,1.36,10.9,21.9,0.12,99.0,201.0,6.4,56.3,0.49,44.6,18.8,,0.24,,,0.27,0.038,0.15,0.064,0.52,0.028,9.66,0.13
19689,"Cheesecake ou Gâteau au fromage frais, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,330.0,4.57,31.7,20.3,0.9,21.6,39.2,55.0,0.04,0.34,20.0,12.0,0.14,84.0,110.0,20.0,154.0,0.41,172.0,53.4,0.25,0.9,3.39,,0.5,0.059,0.14,0.1,0.42,0.031,12.0,0.2
19698,"Tiramisu, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,241.0,4.25,30.4,9.8,1.2,19.5,51.6,94.0,0.06,0.68,20.0,18.0,0.1,110.0,230.0,20.0,77.0,0.46,37.6,10.8,0.25,0.86,,,0.5,0.022,0.095,0.24,0.7,0.32,5.52,0.078
19852,"Mousse à la crème de marrons, préemballée",produits laitiers et assimilés,produits laitiers frais et assimilés,207.0,2.17,34.4,6.5,1.1,28.3,55.4,36.0,0.06,0.19,20.0,9.3,0.48,33.0,130.0,20.0,16.0,0.22,56.5,22.9,0.25,0.21,0.8,,0.5,0.019,0.031,0.21,0.15,0.02,24.4,0.029
23474,"Profiteroles (crème pâtissière et sauce chocolat), préemballées",produits laitiers et assimilés,produits laitiers frais et assimilés,273.0,5.51,34.3,12.2,2.31,20.9,44.6,,,,,,,,,,120.0,,,,,,,,,,,,,,,
23535,"Gâteau de semoule, appertisé",produits laitiers et assimilés,produits laitiers frais et assimilés,150.0,2.85,27.4,3.03,1.0,,68.0,67.9,0.1,0.3,2.0,9.2,0.1,63.0,93.0,3.35,27.5,0.3,13.0,12.0,0.5,0.34,,,0.5,0.04,0.14,0.23,0.21,0.038,18.9,0.08
39210,"Mousse au chocolat traditionnelle, préemballée",produits laitiers et assimilés,produits laitiers frais et assimilés,303.0,6.52,25.6,18.6,3.8,21.5,,,,,,,,,,,100.0,,,,,,,,,,,,,,,
39216,"Clafoutis aux fruits, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,192.0,5.22,27.2,6.51,1.88,21.4,58.5,84.0,0.069,0.57,11.9,15.0,0.087,76.2,182.0,10.0,76.7,0.39,56.0,31.7,0.5,0.43,,,0.5,0.043,0.15,0.32,0.49,0.1,23.0,0.24
39220,"Liégeois aux fruits, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,147.0,1.5,16.0,8.1,1.2,15.1,72.3,36.0,0.04,0.35,20.0,7.8,0.12,32.0,120.0,20.0,17.0,0.17,63.5,41.5,0.25,0.41,2.22,,6.51,0.096,0.049,0.1,0.24,0.023,20.6,0.15
39232,"Gâteau de riz, appertisé",produits laitiers et assimilés,produits laitiers frais et assimilés,115.0,4.29,20.0,1.9,0.3,12.0,71.0,130.0,,,,130.0,,,210.0,,60.0,,,,,,,,,,,,,,,
39233,"Fondant au chocolat noir et crème anglaise, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,,5.05,20.0,14.3,,,61.4,,,,,,,,,,,,,,,,,,,,,,,,,
39234,"Gâteau au chocolat, coeur fondant, préemballé (rayon frais)",produits laitiers et assimilés,produits laitiers frais et assimilés,364.0,6.86,41.9,18.1,3.24,30.9,,,,,,,,,,,29.0,,,,,,,,,,,,,,,
39236,Pain perdu,produits laitiers et assimilés,produits laitiers frais et assimilés,218.0,6.0,29.0,8.45,1.1,13.3,53.7,104.0,0.071,1.94,10.2,17.0,0.22,128.0,134.0,2.39,487.0,0.72,85.5,66.0,0.28,0.39,,,0.3,0.24,0.35,2.18,0.74,0.29,23.5,1.0
39400,"Lait de poule, sans alcool",produits laitiers et assimilés,produits laitiers frais et assimilés,87.8,4.55,8.05,4.19,0.0,8.05,82.5,130.0,0.013,0.2,35.0,19.0,0.005,109.0,165.0,,54.0,0.46,58.0,7.0,1.2,0.21,0.3,,1.5,0.034,0.19,0.11,0.42,0.05,9.0,0.45
39710,Crème pâtissière,produits laitiers et assimilés,produits laitiers frais et assimilés,120.0,3.79,18.0,3.6,0.0,15.3,69.7,105.0,0.03,0.64,25.5,11.6,0.1,124.0,150.0,4.0,79.1,0.7,89.5,100.0,0.24,0.34,,,0.93,0.065,0.19,0.21,0.68,0.055,15.0,1.0
19692,"Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,86.7,2.74,12.9,2.3,0.5,11.6,80.7,87.0,0.07,0.43,20.0,13.0,0.27,63.0,89.0,20.0,28.0,0.21,2.0,17.8,0.25,0.19,4.19,,0.5,0.015,0.01,0.1,0.046,0.01,12.9,0.0
19693,"Dessert au soja, nature, non sucré, non enrichi, fermenté, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,44.7,3.76,2.05,1.9,0.8,0.69,90.7,12.0,0.09,0.4,20.0,16.0,0.22,47.0,110.0,20.0,34.0,0.29,,5.0,0.25,0.23,5.02,,0.5,0.015,0.01,0.1,0.044,0.01,18.6,
19694,"Dessert au soja, nature, non sucré, enrichi en calcium, fermenté, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,42.0,3.59,1.1,2.1,0.6,0.27,91.4,120.0,0.12,0.47,20.0,16.0,0.22,87.0,130.0,20.0,21.0,0.3,2.0,5.0,0.25,0.23,3.96,,0.5,0.015,0.01,0.1,0.066,0.025,15.1,
19695,"Dessert au soja, aux fruits, sucré, non enrichi, fermenté, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,78.0,3.31,11.0,1.7,1.1,10.6,81.8,36.0,0.08,0.41,20.0,14.0,0.28,53.0,91.0,20.0,34.0,0.33,,49.9,0.25,0.27,4.11,,0.5,0.015,0.01,0.1,0.058,0.017,17.7,
19696,"Dessert au soja, aux amandes, fermenté, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,56.0,3.65,2.85,2.8,0.6,1.09,88.7,58.0,0.15,0.42,,22.0,0.25,59.0,140.0,20.0,74.0,0.36,,5.0,0.63,1.64,4.83,,0.5,0.015,0.01,0.1,0.07,0.044,18.1,0.26
20911,"Dessert au soja, aromatisé, sucré, enrichi en calcium, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,95.0,3.25,15.3,1.9,1.1,13.2,77.5,120.0,0.16,1.1,20.0,21.0,0.24,99.0,170.0,20.0,51.0,0.32,,5.0,0.25,0.08,3.08,,0.5,0.015,0.01,0.1,0.13,0.017,9.32,0.0
20921,"Dessert au soja, aromatisé, sucré, non enrichi, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,93.1,2.74,16.0,1.7,0.8,12.5,78.2,16.0,0.15,0.79,20.0,22.0,0.24,46.0,160.0,20.0,42.0,0.42,2.0,6.02,0.25,0.08,3.2,,0.5,0.015,0.01,0.1,0.14,0.011,12.2,
20922,"Dessert végétal sans soja (amande, avoine, chanvre, coco, riz), aromatisé, sucré, non enrichi, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,148.0,1.66,15.8,8.0,2.1,12.4,71.7,17.0,0.2,1.3,20.0,28.0,0.26,53.0,200.0,20.0,26.0,0.39,,5.0,0.25,0.79,0.8,,0.5,0.019,0.099,0.18,0.11,0.01,6.72,
20923,"Dessert végétal sans soja (coco, riz), aux fruits, sucré, enrichi en calcium, fermenté, préemballé",produits laitiers et assimilés,produits laitiers frais et assimilés,76.6,0.42,16.0,1.0,0.5,10.8,81.8,50.0,0.02,0.15,20.0,8.2,0.15,18.0,46.0,20.0,38.0,0.12,,21.1,0.25,0.08,0.8,,0.5,0.015,0.01,0.13,0.097,0.01,5.0,
39248,"Mousse au chocolat végétale, préemballée",produits laitiers et assimilés,produits laitiers frais et assimilés,262.0,6.69,24.3,14.0,5.1,23.1,48.1,34.0,0.64,6.0,20.0,81.0,0.71,150.0,370.0,20.0,143.0,1.2,,7.02,0.82,0.36,2.72,,0.5,0.049,0.01,5.23,0.27,0.016,15.6,
12999,Fromage (aliment moyen),produits laitiers et assimilés,fromages et assimilés,338.0,21.8,0.56,27.4,0.0,0.27,46.2,626.0,0.13,0.27,23.1,29.2,0.028,454.0,122.0,7.75,510.0,2.87,226.0,,0.29,0.55,,,0.057,0.035,0.41,1.0,0.51,0.11,34.4,1.36
12001,"Camembert, sans précision",produits laitiers et assimilés,fromages et assimilés,280.0,19.5,,22.5,0.0,,54.8,449.0,0.03,0.18,13.8,19.3,0.016,370.0,148.0,5.76,579.0,2.5,190.0,,0.24,0.57,0.0,,0.0,0.045,0.45,1.8,1.36,0.25,62.0,1.13
12003,Fromage à pâte molle et croûte fleurie (type camembert),produits laitiers et assimilés,fromages et assimilés,359.0,17.5,,32.3,0.0,,46.7,523.0,,,,23.0,,354.0,69.0,,470.0,,470.0,,0.4,,,,,,0.1,,,,,1.1
12006,Camembert au lait cru,produits laitiers et assimilés,fromages et assimilés,267.0,20.7,,20.3,0.0,0.2,55.9,380.0,0.02,0.09,20.0,18.0,0.03,370.0,160.0,20.0,580.0,2.8,181.0,0.0,0.25,0.46,3.1,,,0.015,0.6,10.9,0.44,0.26,88.0,1.61
12008,Fromage à pâte molle et croûte fleurie double crème environ 30% MG,produits laitiers et assimilés,fromages et assimilés,333.0,17.5,,29.4,0.0,,51.2,200.0,0.1,0.3,13.8,6.0,0.1,160.0,112.0,3.5,511.0,0.54,268.0,,0.31,0.8,0.0,,0.0,0.04,0.2,0.1,0.27,0.055,13.0,0.22
12009,Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,produits laitiers et assimilés,fromages et assimilés,173.0,22.6,,9.3,0.0,,63.7,720.0,0.07,0.18,13.8,20.0,0.048,370.0,187.0,8.5,576.0,2.38,93.5,,0.14,0.28,0.0,,0.0,0.045,0.45,1.8,1.36,0.25,62.0,1.13
12010,Coulommiers,produits laitiers et assimilés,fromages et assimilés,279.0,18.8,,22.8,0.0,0.0,56.0,400.0,0.07,0.23,28.0,21.7,,185.0,165.0,5.0,534.0,3.28,196.0,,,0.6,,,,,,,,,,
12012,Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,produits laitiers et assimilés,fromages et assimilés,187.0,22.5,,11.0,0.0,0.0,62.5,,,0.05,,,,,,,,,,,,,,,,,,,,,,
12013,Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,produits laitiers et assimilés,fromages et assimilés,150.0,25.7,,5.5,0.0,,,570.0,,,,,,440.0,,,,,,,,,,,,,,,,,,
12020,"Brie, sans précision",produits laitiers et assimilés,fromages et assimilés,297.0,17.3,,25.5,0.0,0.0,52.5,424.0,0.045,0.36,13.8,20.0,0.1,282.0,145.0,6.41,599.0,2.38,204.0,9.0,0.39,0.47,2.3,,0.0,0.06,0.43,0.38,0.69,0.24,77.7,0.76
12021,Brie de Meaux,produits laitiers et assimilés,fromages et assimilés,271.0,21.4,,20.7,0.0,0.2,53.4,310.0,0.01,0.15,50.0,15.0,0.02,310.0,120.0,20.0,806.0,2.3,153.0,42.1,0.25,0.44,0.8,,0.5,0.015,0.58,,0.36,0.094,115.0,1.28
